@Caption,ブロードバンドサービス等の契約数の推移,,,,,,,
@Creator,総合通信基盤局電気通信事業部データ通信課,,,,,,,
@Date,2021/6/30,,,,,,,
@Language,ja,,,,,,,
@@Title,,,,,,,,
西暦年,四半期,都道府県名,FTTH,DSL,CATV,FWA,BWA,LTE
@@Unit,,,,,,,,
年,期末,,契約数,契約数,契約数,契約数,契約数,契約数
@@Datatype,,,,,,,,
xsd:string,xsd:string,xsd:string,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer,xsd:integer
2013,Q4,茨城県,"517,881","114,407","80,798",0,"83,319","827,876"
2013,Q4,栃木県,"385,391","62,274","40,029",0,"54,348","556,238"
2013,Q4,群馬県,"395,518","66,388","30,830",0,"52,447","544,711"
2013,Q4,埼玉県,"1,378,323","268,025","457,206",0,"315,646","2,159,495"
2013,Q4,千葉県,"1,288,254","223,457","351,869",0,"265,751","1,836,732"
2013,Q4,東京都,"3,542,484","595,213","1,014,047",12,"2,341,754","7,007,890"
2013,Q4,神奈川県,"2,031,339","353,796","742,298",1,"493,769","2,963,047"
2013,Q4,新潟県,"426,510","80,105","39,199",14,"44,576","577,746"
2013,Q4,富山県,"141,944","34,548","92,124",263,"33,819","253,623"
2013,Q4,石川県,"203,465","45,479","37,839",44,"35,783","300,120"
2013,Q4,福井県,"112,066","21,984","63,561",7,"21,947","208,358"
2013,Q4,山梨県,"164,164","28,402","19,786",27,"21,159","252,598"
2013,Q4,長野県,"373,076","80,789","92,477",0,"50,186","509,957"
2013,Q4,岐阜県,"336,520","68,876","90,247",169,"73,136","550,990"
2013,Q4,静岡県,"772,309","194,947","22,799",134,"136,922","997,153"
2013,Q4,愛知県,"1,523,950","229,413","327,844",12,"396,533","2,120,887"
2013,Q4,三重県,"256,133","50,390","165,540",103,"61,955","528,190"
2013,Q4,滋賀県,"321,005","34,513","25,968",0,"45,402","423,147"
2013,Q4,京都府,"635,022","96,165","54,846",0,"115,478","752,245"
2013,Q4,大阪府,"2,003,744","267,770","778,476",17,"466,548","2,885,915"
2013,Q4,兵庫県,"1,063,874","174,594","348,913",0,"238,003","1,639,517"
2013,Q4,奈良県,"292,255","44,009","44,512",0,"50,581","391,023"
2013,Q4,和歌山県,"187,367","23,020","44,635",0,"27,255","276,957"
2013,Q4,鳥取県,"79,084","19,553","30,899",0,"18,857","134,877"
2013,Q4,島根県,"99,983","25,538","28,754",0,"21,732","162,326"
2013,Q4,岡山県,"332,779","75,777","55,645",411,"72,566","520,740"
2013,Q4,広島県,"555,057","127,130","33,296",364,"133,337","745,255"
2013,Q4,山口県,"202,218","58,956","98,320",75,"51,876","349,227"
2013,Q4,徳島県,"150,849","25,882","6,564",81,"18,730","196,796"
2013,Q4,香川県,"187,655","45,261","9,122",150,"31,908","261,654"
2013,Q4,愛媛県,"208,996","59,761","45,459",343,"43,957","350,657"
2013,Q4,高知県,"114,373","30,923","3,823",661,"16,698","174,204"
2013,Q4,福岡県,"921,404","185,474","264,285",37,"204,068","1,499,498"
2013,Q4,佐賀県,"84,595","32,026","33,010",0,"22,214","224,134"
2013,Q4,長崎県,"168,431","62,341","57,468",472,"38,185","351,806"
2013,Q4,熊本県,"259,775","68,176","31,211",345,"51,265","468,351"
2013,Q4,大分県,"172,459","37,179","57,903",39,"35,277","295,929"
2013,Q4,宮崎県,"140,145","34,854","54,025",312,"33,588","262,826"
2013,Q4,鹿児島県,"234,945","73,492","5,361",329,"43,635","405,266"
2013,Q4,沖縄県,"213,996","38,188","21,626","1,455","51,801","365,982"
2014,Q1,都道府県計,"25,339,218","4,469,960","6,224,315","7,647","7,461,053","46,413,232"
2014,Q1,北海道,"1,015,786","195,793","151,557","2,071","194,449","1,625,585"
2014,Q1,青森県,"194,514","53,062","13,608",1,"41,255","348,210"
2014,Q1,岩手県,"205,242","47,879","10,324",70,"36,850","349,005"
2014,Q1,宮城県,"466,339","75,866","58,267",13,"109,559","709,769"
2014,Q1,秋田県,"162,367","35,932","23,767",0,"29,655","262,974"
2014,Q1,山形県,"194,170","37,709","13,731",0,"34,402","310,347"
2014,Q1,福島県,"352,413","62,571",12,60,"71,214","560,603"
2014,Q1,茨城県,"524,991","107,894","84,077",0,"90,223","972,886"
2014,Q1,栃木県,"393,002","59,181","39,212",0,"58,208","656,236"
2014,Q1,群馬県,"402,128","62,894","31,519",0,"56,025","645,308"
2014,Q1,埼玉県,"1,398,414","255,644","478,978",0,"340,987","2,560,890"
2014,Q1,千葉県,"1,301,255","212,345","363,197",0,"285,423","2,176,105"
2014,Q1,東京都,"3,560,403","571,072","1,051,298",12,"2,642,804","8,488,006"
2014,Q1,神奈川県,"2,049,316","338,651","770,690",1,"522,130","3,482,643"
2014,Q1,新潟県,"433,779","76,017","38,337",13,"47,951","687,007"
2014,Q1,富山県,"146,522","32,324","91,273",261,"36,054","305,914"
2014,Q1,石川県,"206,658","42,927","37,253",39,"39,542","359,778"
2014,Q1,福井県,"114,139","20,570","63,542",7,"23,583","249,231"
2014,Q1,山梨県,"165,803","27,122","19,344",24,"21,901","293,459"
2014,Q1,長野県,"379,830","76,257","91,523",0,"51,700","615,010"
2014,Q1,岐阜県,"344,461","65,593","87,992",183,"81,819","662,540"
2014,Q1,静岡県,"785,882","184,581","21,770",133,"150,820","1,190,932"
2014,Q1,愛知県,"1,545,193","218,382","321,055",12,"434,551","2,557,776"
2014,Q1,三重県,"266,395","47,909","159,163",91,"67,854","624,220"
2014,Q1,滋賀県,"323,550","32,603","26,208",0,"47,239","503,296"
2014,Q1,京都府,"639,337","91,251","61,044",0,"120,775","900,886"
2014,Q1,大阪府,"2,017,328","256,604","828,712",17,"533,033","3,456,830"
2014,Q1,兵庫県,"1,072,082","166,468","362,727",0,"252,248","1,966,050"
2014,Q1,奈良県,"294,526","41,788","45,096",0,"54,169","466,819"
2014,Q1,和歌山県,"189,783","22,171","47,106",0,"27,777","324,891"
2014,Q1,鳥取県,"80,269","18,669","30,703",0,"19,612","163,072"
2014,Q1,島根県,"101,215","24,261","28,514",0,"22,379","196,540"
2014,Q1,岡山県,"338,095","71,971","53,937",410,"79,574","615,683"
2014,Q1,広島県,"559,533","121,620","32,967",363,"146,588","898,747"
2014,Q1,山口県,"205,872","56,198","98,841",74,"55,067","420,122"
2014,Q1,徳島県,"154,250","24,594","5,418",59,"19,906","234,001"
2014,Q1,香川県,"195,636","41,166","7,051",136,"35,245","313,750"
2014,Q1,愛媛県,"213,744","56,037","45,358",272,"46,676","421,745"
2014,Q1,高知県,"116,408","29,714","3,602",658,"17,276","207,459"
2014,Q1,福岡県,"931,143","176,367","272,891",29,"225,858","1,773,151"
2014,Q1,佐賀県,"87,104","30,302","32,665",0,"24,132","266,228"
2014,Q1,長崎県,"171,509","59,962","57,081",448,"40,213","421,305"
2014,Q1,熊本県,"263,286","65,136","30,602",343,"56,395","560,460"
2014,Q1,大分県,"176,093","35,882","55,275",38,"36,661","352,905"
2014,Q1,宮崎県,"142,374","32,766","50,799",122,"34,944","318,568"
2014,Q1,鹿児島県,"238,549","69,937","5,232",300,"44,800","489,693"
2014,Q1,沖縄県,"218,530","36,318","20,997","1,387","51,527","446,597"
2014,Q2,都道府県計,"25,734,444","4,237,946","6,224,689","7,523","8,121,785","50,888,931"
2014,Q2,北海道,"1,042,378","185,384","142,771","2,054","206,054","1,777,403"
2014,Q2,青森県,"199,340","49,654","13,313",1,"43,986","379,813"
2014,Q2,岩手県,"211,038","45,213","10,245",68,"39,064","379,045"
2014,Q2,宮城県,"476,083","71,656","59,694",14,"118,936","774,656"
2014,Q2,秋田県,"166,899","33,734","23,445",0,"31,645","285,541"
2014,Q2,山形県,"198,549","35,752","13,796",0,"37,100","336,331"
2014,Q2,福島県,"360,775","59,119",0,57,"76,751","614,164"
2014,Q2,茨城県,"535,603","101,374","84,304",0,"97,278","1,062,891"
2014,Q2,栃木県,"399,521","56,245","37,953",0,"62,483","718,751"
2014,Q2,群馬県,"409,076","59,412","31,770",0,"59,564","705,554"
2014,Q2,埼玉県,"1,413,208","242,525","483,007",0,"365,767","2,814,157"
2014,Q2,千葉県,"1,314,932","201,925","361,125",0,"305,257","2,395,591"
2014,Q2,東京都,"3,587,210","546,730","1,065,915",12,"2,987,268","9,420,403"
2014,Q2,神奈川県,"2,064,694","323,963","778,719",1,"549,976","3,865,831"
2014,Q2,新潟県,"441,175","72,666","38,187",12,"51,409","742,661"
2014,Q2,富山県,"151,600","30,075","89,157",244,"38,206","333,268"
2014,Q2,石川県,"211,590","40,487","37,053",37,"42,902","389,652"
2014,Q2,福井県,"116,307","19,299","63,363",7,"25,077","270,026"
2014,Q2,山梨県,"169,367","25,763","19,100",22,"23,613","320,252"
2014,Q2,長野県,"388,151","71,907","91,788",0,"54,954","670,909"
2014,Q2,岐阜県,"352,010","62,568","85,908",183,"88,289","713,543"
2014,Q2,静岡県,"802,130","173,786","21,119",129,"162,000","1,295,786"
2014,Q2,愛知県,"1,575,682","207,355","314,930",13,"463,621","2,791,771"
2014,Q2,三重県,"278,578","45,274","151,727",75,"73,077","676,901"
2014,Q2,滋賀県,"327,885","30,709","26,383",0,"49,435","545,970"
2014,Q2,京都府,"646,857","86,212","62,620",0,"128,156","982,139"
2014,Q2,大阪府,"2,035,853","244,893","831,928",17,"522,566","3,795,254"
2014,Q2,兵庫県,"1,080,518","157,871","365,347",0,"267,089","2,133,189"
2014,Q2,奈良県,"298,235","39,376","45,414",0,"57,324","506,236"
2014,Q2,和歌山県,"191,926","21,073","47,034",0,"29,297","351,598"
2014,Q2,鳥取県,"82,497","17,932","30,381",0,"20,656","178,877"
2014,Q2,島根県,"103,321","22,898","29,385",0,"23,341","215,134"
2014,Q2,岡山県,"345,759","68,906","52,383",404,"85,553","670,101"
2014,Q2,広島県,"568,937","115,627","33,368",364,"156,917","986,981"
2014,Q2,山口県,"211,754","53,272","98,387",67,"59,184","458,705"
2014,Q2,徳島県,"157,925","22,788","5,193",50,"21,489","254,508"
2014,Q2,香川県,"201,842","36,861","6,267",131,"38,224","341,885"
2014,Q2,愛媛県,"219,940","51,987","45,087",254,"48,666","459,931"
2014,Q2,高知県,"120,843","27,507","2,668",647,"18,635","225,868"
2014,Q2,福岡県,"945,470","166,172","275,335",19,"280,218","1,929,803"
2014,Q2,佐賀県,"91,150","28,288","32,404",0,"26,222","287,527"
2014,Q2,長崎県,"174,648","57,349","56,466",406,"43,305","458,509"
2014,Q2,熊本県,"268,055","62,218","30,531",366,"61,187","613,130"
2014,Q2,大分県,"181,691","33,120","52,786",31,"38,858","384,019"
2014,Q2,宮崎県,"145,620","30,787","50,970",124,"37,455","348,793"
2014,Q2,鹿児島県,"243,198","66,313","5,591",314,"47,489","534,760"
2014,Q2,沖縄県,"224,624","33,921","20,372","1,400","56,242","491,114"
2014,Q3,都道府県計,"26,024,759","4,070,519","6,234,267","7,411","10,348,299","56,165,622"
2014,Q3,北海道,"1,051,115","179,060","145,492","2,064","279,299","1,957,299"
2014,Q3,青森県,"203,028","47,646","13,240",1,"57,600","418,538"
2014,Q3,岩手県,"214,781","43,479","10,322",68,"51,231","417,267"
2014,Q3,宮城県,"480,760","68,701","60,714",15,"154,866","858,257"
2014,Q3,秋田県,"168,661","32,567","23,451",0,"40,909","315,934"
2014,Q3,山形県,"201,099","34,393","13,832",0,"49,716","368,676"
2014,Q3,福島県,"366,288","56,869",0,55,"103,465","681,225"
2014,Q3,茨城県,"543,499","96,911","84,523",0,"132,799","1,164,055"
2014,Q3,栃木県,"404,015","54,264","36,766",0,"84,464","790,479"
2014,Q3,群馬県,"413,902","57,316","31,617",0,"82,354","773,812"
2014,Q3,埼玉県,"1,425,041","233,410","485,739",0,"484,417","3,090,973"
2014,Q3,千葉県,"1,326,693","194,971","368,688",0,"405,332","2,626,973"
2014,Q3,東京都,"3,603,789","527,815","1,080,824",12,"3,466,407","10,548,909"
2014,Q3,神奈川県,"2,072,995","313,257","785,498",1,"720,711","4,225,654"
2014,Q3,新潟県,"445,897","70,192","38,386",12,"69,969","812,945"
2014,Q3,富山県,"157,448","28,050","86,596",241,"50,756","369,550"
2014,Q3,石川県,"215,715","38,224","36,497",32,"58,933","429,042"
2014,Q3,福井県,"117,961","18,553","63,364",6,"35,257","297,111"
2014,Q3,山梨県,"171,184","24,828","18,999",19,"33,342","350,001"
2014,Q3,長野県,"393,734","68,922","92,247",0,"77,042","737,669"
2014,Q3,岐阜県,"359,886","59,888","84,032",151,"118,139","784,487"
2014,Q3,静岡県,"815,441","166,785","18,904",128,"215,655","1,426,346"
2014,Q3,愛知県,"1,596,712","199,084","310,572",13,"603,659","3,089,072"
2014,Q3,三重県,"290,984","43,211","145,084",74,"98,323","740,170"
2014,Q3,滋賀県,"330,637","29,454","26,463",0,"68,246","596,360"
2014,Q3,京都府,"652,113","82,887","63,084",0,"170,290","1,080,215"
2014,Q3,大阪府,"2,051,172","236,698","832,348",17,"688,409","4,177,946"
2014,Q3,兵庫県,"1,089,422","152,372","366,467",0,"354,134","2,340,518"
2014,Q3,奈良県,"300,747","37,715","45,874",0,"77,817","553,182"
2014,Q3,和歌山県,"194,016","20,325","46,682",0,"40,316","383,680"
2014,Q3,鳥取県,"84,323","17,314","29,809",0,"26,842","198,078"
2014,Q3,島根県,"105,531","21,630","28,630",0,"30,281","239,208"
2014,Q3,岡山県,"352,925","65,937","50,401",398,"111,554","741,367"
2014,Q3,広島県,"576,157","109,944","32,117",343,"200,055","1,099,168"
2014,Q3,山口県,"216,850","50,684","97,907",67,"78,010","509,766"
2014,Q3,徳島県,"160,118","21,643","4,978",40,"30,045","279,278"
2014,Q3,香川県,"205,776","34,375","5,937",129,"51,297","377,104"
2014,Q3,愛媛県,"224,829","48,519","45,097",251,"65,373","506,128"
2014,Q3,高知県,"124,447","25,510","2,440",656,"26,828","248,948"
2014,Q3,福岡県,"958,696","158,098","275,288",19,"427,942","2,121,855"
2014,Q3,佐賀県,"94,016","26,769","32,263",0,"36,223","316,238"
2014,Q3,長崎県,"178,272","55,326","56,189",413,"58,382","504,237"
2014,Q3,熊本県,"272,119","60,231","30,628",339,"82,375","675,830"
2014,Q3,大分県,"185,949","31,863","49,851",30,"51,922","421,305"
2014,Q3,宮崎県,"148,199","29,404","50,938",112,"51,631","386,197"
2014,Q3,鹿児島県,"247,337","63,562","5,637",309,"65,668","590,860"
2014,Q3,沖縄県,"230,480","31,863","19,852","1,396","80,014","543,710"
2014,Q4,都道府県計,"26,395,616","3,921,823","6,307,012","7,340","14,919,380","61,872,640"
2014,Q4,北海道,"1,062,304","172,109","149,011","2,074","435,354","2,141,299"
2014,Q4,青森県,"206,667","45,944","13,230",1,"83,833","455,098"
2014,Q4,岩手県,"218,392","42,093","10,290",65,"74,317","452,925"
2014,Q4,宮城県,"486,426","66,698","62,253",15,"223,235","941,472"
2014,Q4,秋田県,"171,111","31,336","23,553",0,"58,196","343,378"
2014,Q4,山形県,"204,526","32,528","14,275",0,"74,701","402,110"
2014,Q4,福島県,"372,984","55,322",0,55,"156,218","746,194"
2014,Q4,茨城県,"553,739","92,834","84,832",0,"206,583","1,312,665"
2014,Q4,栃木県,"411,759","52,440","37,378",0,"130,145","885,390"
2014,Q4,群馬県,"419,924","55,443","31,648",0,"133,852","857,904"
2014,Q4,埼玉県,"1,441,838","225,173","460,820",0,"736,772","3,386,338"
2014,Q4,千葉県,"1,339,630","188,371","377,499",0,"619,304","2,864,668"
2014,Q4,東京都,"3,637,006","511,896","1,122,844",12,"4,347,981","11,863,044"
2014,Q4,神奈川県,"2,091,432","302,684","835,948",1,"1,064,389","4,597,146"
2014,Q4,新潟県,"451,039","67,668","39,009",12,"111,391","882,732"
2014,Q4,富山県,"163,800","26,468","84,215",261,"80,906","406,597"
2014,Q4,石川県,"220,139","36,441","36,727",30,"94,141","472,769"
2014,Q4,福井県,"120,299","17,975","63,608",6,"58,800","327,273"
2014,Q4,山梨県,"173,561","23,970","18,850",10,"54,075","380,385"
2014,Q4,長野県,"398,449","66,387","93,280",0,"127,484","810,448"
2014,Q4,岐阜県,"367,164","57,505","81,820",145,"186,922","858,675"
2014,Q4,静岡県,"830,430","160,033","20,280",125,"332,162","1,563,642"
2014,Q4,愛知県,"1,621,381","192,005","307,393",13,"933,447","3,420,788"
2014,Q4,三重県,"304,761","41,335","137,357",68,"156,522","807,926"
2014,Q4,滋賀県,"334,431","28,357","26,142",0,"113,285","660,912"
2014,Q4,京都府,"660,003","80,006","63,954",0,"264,456","1,193,275"
2014,Q4,大阪府,"2,073,957","228,909","834,585",17,"1,037,769","4,571,761"
2014,Q4,兵庫県,"1,099,771","147,403","369,188",0,"559,025","2,553,848"
2014,Q4,奈良県,"304,080","36,293","46,544",0,"124,214","604,220"
2014,Q4,和歌山県,"196,189","19,353","46,510",0,"65,631","416,140"
2014,Q4,鳥取県,"86,779","16,739","28,934",0,"40,267","217,803"
2014,Q4,島根県,"108,575","20,341","28,566",0,"45,314","262,761"
2014,Q4,岡山県,"360,837","63,436","48,448",392,"164,231","815,509"
2014,Q4,広島県,"585,535","105,875","32,117",327,"293,939","1,218,305"
2014,Q4,山口県,"223,215","48,149","97,060",65,"116,522","559,775"
2014,Q4,徳島県,"162,428","20,726","4,887",38,"47,669","303,140"
2014,Q4,香川県,"209,174","32,761","5,906",129,"78,309","412,547"
2014,Q4,愛媛県,"229,457","46,287","45,245",251,"99,945","551,436"
2014,Q4,高知県,"127,599","24,216","2,269",651,"43,054","271,631"
2014,Q4,福岡県,"974,256","151,120","275,645",17,"672,353","2,321,215"
2014,Q4,佐賀県,"97,444","25,400","32,118",0,"57,364","344,456"
2014,Q4,長崎県,"181,759","53,543","56,149",391,"89,202","547,724"
2014,Q4,熊本県,"279,018","57,436","31,727",337,"128,188","739,047"
2014,Q4,大分県,"191,825","30,861","47,984",28,"80,751","458,961"
2014,Q4,宮崎県,"151,206","28,168","51,666",101,"81,028","423,686"
2014,Q4,鹿児島県,"252,297","61,749","5,801",311,"103,390","645,224"
2014,Q4,沖縄県,"237,020","30,037","19,447","1,392","132,744","598,398"
2015,Q1,都道府県計,"26,676,048","3,752,583","6,427,941","6,901","19,465,661","67,781,298"
2015,Q1,北海道,"1,066,603","164,465","150,669","1,972","597,956","2,337,512"
2015,Q1,青森県,"208,710","44,224","13,160",1,"113,798","502,258"
2015,Q1,岩手県,"221,097","40,359","10,207",61,"101,470","501,013"
2015,Q1,宮城県,"487,893","63,432","63,032",12,"298,204","1,042,989"
2015,Q1,秋田県,"171,975","30,215","23,582",0,"78,641","381,056"
2015,Q1,山形県,"205,339","31,242","13,893",0,"102,847","445,402"
2015,Q1,福島県,"377,393","52,964",0,54,"214,659","824,365"
2015,Q1,茨城県,"563,059","88,794","84,189",0,"278,238","1,371,760"
2015,Q1,栃木県,"415,716","50,496","37,030",0,"175,379","932,443"
2015,Q1,群馬県,"425,069","53,242","31,156",0,"184,293","917,202"
2015,Q1,埼玉県,"1,454,439","216,720","493,504",0,"973,432","3,667,075"
2015,Q1,千葉県,"1,354,200","180,907","435,638",0,"818,450","3,124,476"
2015,Q1,東京都,"3,663,846","492,966","1,160,889",14,"5,275,013","13,299,581"
2015,Q1,神奈川県,"2,103,259","290,312","856,026",1,"1,390,872","4,985,778"
2015,Q1,新潟県,"453,222","65,060","39,235",10,"155,072","967,250"
2015,Q1,富山県,"169,646","24,759","81,363",235,"110,223","448,627"
2015,Q1,石川県,"224,382","34,150","36,662",27,"127,634","520,590"
2015,Q1,福井県,"121,930","17,294","63,629",6,"81,874","359,214"
2015,Q1,山梨県,"174,834","22,996","18,406",6,"73,839","422,604"
2015,Q1,長野県,"402,320","63,987","94,028",0,"177,770","885,121"
2015,Q1,岐阜県,"374,492","54,982","80,159",141,"250,911","941,864"
2015,Q1,静岡県,"842,877","152,483","20,312",89,"445,840","1,706,170"
2015,Q1,愛知県,"1,640,383","182,641","302,676",8,"1,235,991","3,739,139"
2015,Q1,三重県,"319,929","39,599","127,945",65,"210,572","875,117"
2015,Q1,滋賀県,"332,524","27,080","26,093",0,"156,354","702,079"
2015,Q1,京都府,"664,394","76,331","64,374",0,"357,834","1,295,059"
2015,Q1,大阪府,"2,086,151","219,349","834,889",12,"1,350,344","5,002,250"
2015,Q1,兵庫県,"1,107,897","140,557","370,573",0,"761,671","2,789,634"
2015,Q1,奈良県,"308,152","34,565","46,391",0,"169,070","655,745"
2015,Q1,和歌山県,"197,468","18,364","46,063",0,"90,459","450,223"
2015,Q1,鳥取県,"88,590","15,963","28,195",0,"54,458","238,706"
2015,Q1,島根県,"110,249","19,262","28,440",0,"61,489","288,165"
2015,Q1,岡山県,"368,315","60,645","46,803",382,"218,626","893,610"
2015,Q1,広島県,"593,121","100,553","32,738",283,"385,919","1,340,720"
2015,Q1,山口県,"227,717","45,531","95,291",63,"157,507","613,664"
2015,Q1,徳島県,"166,753","19,904","4,803",36,"65,127","329,053"
2015,Q1,香川県,"213,156","31,179","5,704",128,"105,364","450,421"
2015,Q1,愛媛県,"233,054","44,175","45,177",250,"133,336","601,755"
2015,Q1,高知県,"131,364","22,366","2,221",565,"59,855","294,795"
2015,Q1,福岡県,"985,079","144,372","272,528",14,"928,340","2,523,207"
2015,Q1,佐賀県,"100,954","24,004","32,086",0,"78,539","376,026"
2015,Q1,長崎県,"185,440","51,421","55,402",377,"123,236","601,735"
2015,Q1,熊本県,"283,918","54,514","30,490",335,"175,481","807,396"
2015,Q1,大分県,"196,475","29,449","45,975",27,"109,653","499,436"
2015,Q1,宮崎県,"153,559","26,843","51,696",83,"113,645","465,422"
2015,Q1,鹿児島県,"257,188","59,784","5,849",286,"145,252","708,010"
2015,Q1,沖縄県,"241,917","28,083","18,770","1,358","191,124","655,581"
2015,Q2,都道府県計,"27,110,700","3,577,344","6,612,367","6,817","22,627,669","75,218,276"
2015,Q2,北海道,"1,082,513","157,439","153,611","1,961","707,516","2,556,718"
2015,Q2,青森県,"213,161","42,258","13,008",1,"132,705","544,902"
2015,Q2,岩手県,"225,255","38,648","10,174",61,"118,245","541,681"
2015,Q2,宮城県,"496,945","60,505","64,549",9,"346,301","1,171,829"
2015,Q2,秋田県,"175,513","28,634","23,472",0,"90,822","413,871"
2015,Q2,山形県,"208,760","30,038","14,099",0,"118,479","484,962"
2015,Q2,福島県,"384,102","50,791",0,55,"249,386","905,794"
2015,Q2,茨城県,"573,189","84,463","85,009",0,"326,814","1,492,929"
2015,Q2,栃木県,"420,703","48,274","36,558",0,"204,593","1,009,084"
2015,Q2,群馬県,"432,010","51,041","31,211",0,"215,763","992,332"
2015,Q2,埼玉県,"1,468,500","208,727","554,589",0,"1,141,926","4,057,359"
2015,Q2,千葉県,"1,367,422","173,367","452,018",0,"956,945","3,439,647"
2015,Q2,東京都,"3,697,788","474,256","1,248,616",0,"6,010,091","15,539,674"
2015,Q2,神奈川県,"2,119,526","278,209","868,319",1,"1,603,618","5,494,631"
2015,Q2,新潟県,"459,734","62,373","39,919",4,"181,406","1,041,637"
2015,Q2,富山県,"177,249","23,448","77,337",232,"127,274","488,052"
2015,Q2,石川県,"229,568","31,943","36,643",22,"146,991","564,164"
2015,Q2,福井県,"124,139","16,404","63,880",6,"94,566","384,142"
2015,Q2,山梨県,"177,532","22,025","18,259",6,"87,525","444,059"
2015,Q2,長野県,"408,599","61,540","92,680",0,"206,174","949,440"
2015,Q2,岐阜県,"384,425","52,502","78,174",138,"287,439","1,029,913"
2015,Q2,静岡県,"859,799","143,587","20,541",72,"516,720","1,874,270"
2015,Q2,愛知県,"1,682,605","173,267","298,800",0,"1,425,387","4,139,969"
2015,Q2,三重県,"338,189","37,597","116,052",63,"244,447","953,310"
2015,Q2,滋賀県,"340,176","25,587","23,668",0,"183,052","756,191"
2015,Q2,京都府,"676,233","71,590","65,855",0,"418,471","1,421,013"
2015,Q2,大阪府,"2,107,704","208,705","842,983",0,"1,606,202","5,548,306"
2015,Q2,兵庫県,"1,122,403","132,802","374,087",0,"889,476","3,046,647"
2015,Q2,奈良県,"312,610","32,775","45,449",0,"197,132","716,388"
2015,Q2,和歌山県,"199,602","17,390","46,347",0,"106,806","483,198"
2015,Q2,鳥取県,"91,641","15,216","27,393",0,"63,073","257,714"
2015,Q2,島根県,"113,271","18,129","28,558",0,"71,894","310,057"
2015,Q2,岡山県,"379,496","56,995","44,693",373,"252,608","981,855"
2015,Q2,広島県,"603,580","96,739","31,205",274,"444,648","1,478,141"
2015,Q2,山口県,"234,138","43,529","95,053",67,"183,640","667,344"
2015,Q2,徳島県,"170,467","18,783","4,578",35,"75,816","352,298"
2015,Q2,香川県,"218,330","29,229","5,487",113,"121,479","490,455"
2015,Q2,愛媛県,"239,879","41,298","45,226",245,"156,005","647,902"
2015,Q2,高知県,"135,655","20,442","2,061",507,"71,416","317,006"
2015,Q2,福岡県,"1,004,640","137,096","277,706",8,"1,129,154","2,777,516"
2015,Q2,佐賀県,"104,610","22,482","31,987",0,"92,367","406,818"
2015,Q2,長崎県,"187,501","49,027","55,369",333,"145,713","649,184"
2015,Q2,熊本県,"291,107","51,835","45,367",325,"206,990","876,619"
2015,Q2,大分県,"202,000","28,229","44,789",27,"128,860","537,241"
2015,Q2,宮崎県,"157,020","25,618","52,931",72,"135,757","507,608"
2015,Q2,鹿児島県,"262,879","57,434","5,970",311,"174,837","762,162"
2015,Q2,沖縄県,"248,532","25,078","18,087","1,496","231,140","712,244"
2015,Q3,都道府県計,"27,371,343","3,435,638","6,650,603","6,579","26,230,135","79,052,580"
2015,Q3,北海道,"1,089,970","152,478","156,594","1,952","840,559","2,681,011"
2015,Q3,青森県,"216,763","40,139","12,914",1,"156,943","571,796"
2015,Q3,岩手県,"228,463","37,496","10,161",62,"140,128","568,285"
2015,Q3,宮城県,"501,019","58,054","65,600",9,"406,093","1,227,648"
2015,Q3,秋田県,"177,026","27,598","22,431",0,"106,600","434,805"
2015,Q3,山形県,"210,858","29,135","14,155",0,"139,167","507,631"
2015,Q3,福島県,"388,543","49,097",0,53,"292,805","949,424"
2015,Q3,茨城県,"582,711","81,219","85,183",0,"385,272","1,560,750"
2015,Q3,栃木県,"425,153","46,590","36,388",0,"242,460","1,054,655"
2015,Q3,群馬県,"436,340","49,396","31,352",0,"255,215","1,035,691"
2015,Q3,埼玉県,"1,478,381","201,301","559,888",0,"1,345,604","4,240,041"
2015,Q3,千葉県,"1,379,458","166,485","456,007",0,"1,123,817","3,591,457"
2015,Q3,東京都,"3,712,534","455,679","1,265,156",0,"6,804,548","16,673,268"
2015,Q3,神奈川県,"2,126,536","266,773","876,757",1,"1,877,281","5,725,124"
2015,Q3,新潟県,"464,481","60,519","40,017",4,"215,880","1,091,117"
2015,Q3,富山県,"183,166","22,629","73,539",218,"148,998","510,272"
2015,Q3,石川県,"233,338","30,236","36,997",21,"171,147","590,289"
2015,Q3,福井県,"125,100","15,910","64,517",6,"110,385","400,538"
2015,Q3,山梨県,"178,945","21,305","18,332",6,"105,048","465,248"
2015,Q3,長野県,"412,674","59,746","93,314",0,"244,359","993,810"
2015,Q3,岐阜県,"389,651","50,892","77,278",133,"332,375","1,073,444"
2015,Q3,静岡県,"869,795","137,189","21,047",62,"601,370","1,959,321"
2015,Q3,愛知県,"1,701,807","165,986","297,560",0,"1,648,852","4,361,302"
2015,Q3,三重県,"349,103","36,399","109,283",61,"284,601","993,506"
2015,Q3,滋賀県,"342,869","24,615","24,350",0,"215,806","786,082"
2015,Q3,京都府,"682,717","67,456","66,745",0,"490,274","1,480,999"
2015,Q3,大阪府,"2,120,979","197,774","848,444",0,"1,860,404","5,785,083"
2015,Q3,兵庫県,"1,130,037","126,041","378,131",0,"1,036,869","3,168,086"
2015,Q3,奈良県,"315,622","31,315","45,393",0,"229,306","744,882"
